order_id,order_date,ship_date,customer_name,segment,city,state,category,sub_category,product_name,sales,quantity,discount,profit
ORD2774,2019/02/15,20-01-2019,,Corporate,,RAJASTHAN,Technology,Chairs,Binder Set,error,-3,0,
ORD2775,15 Mar 2020,,Rahul Meel,Home Office,,RAJASTHAN,Office Supplies,Binders,Binder Set,-300,0,,loss
,not_a_date,2020/03/20,Rahul Meel,Consumer,jaipur ,,Technology,Chairs,Binder Set,-300,-3,0.1,-200
ORD2777,not_a_date,25 Apr 2020,,,,Rajasthan,,Binders,Binder Set,2500.50,8,1.5,
ORD2778,not_a_date,25 Apr 2020,Rohan,Consumer,Delhi,,,Phones,Office Chair,error,2,1.5,
ORD2779,12-01-2019,,Rahul Meel,Corporate,Delhi,Delhi,Furniture,Chairs,,1000,-4,-0.2,500
,2019/02/15,25 Apr 2020,Unknown,Consumer,DELHI,Delhi,,Binders,,-300,-4,0,loss
ORD2781,,,Unknown,Home Office,,RAJASTHAN,,,,2500.50,8,-0.2,loss
ORD2782,15 Mar 2020,,Amit,Home Office,DELHI,,Office Supplies,Chairs,iPhone,,1,-0.2,500
ORD2783,2019/02/15,2020/03/20,Amit,,Delhi,Delhi,Furniture,Binders,iPhone,,6,-0.2,-200
ORD2784,15 Mar 2020,,Rahul Meel,Consumer,,Rajasthan,Office Supplies,,Office Chair,,2,1.5,500
ORD2785,2019/02/15,20-01-2019,,Home Office,jaipur ,RAJASTHAN,,Chairs,Office Chair,,3,-0.2,loss
ORD2786,,2020/03/20,Unknown,Consumer,jaipur ,Rajasthan,,Binders,Office Chair,-300,12,,
ORD2787,15 Mar 2020,,Unknown,Consumer,,,Furniture,Binders,Office Chair,error,1,1.5,loss
ORD2788,,,,Home Office,DELHI,,Furniture,Binders,Binder Set,error,0,,-200
ORD2789,15 Mar 2020,2020/03/20,Unknown,Home Office,DELHI,Delhi,Office Supplies,Binders,Office Chair,error,-4,1.5,-200
ORD2790,12-01-2019,25 Apr 2020,,Corporate,jaipur ,,,Phones,Office Chair,1000,0,0,loss
ORD2791,12-01-2019,2020/03/20,Amit,Corporate,DELHI,Delhi,Technology,,Office Chair,1000,9,-0.2,-200
ORD2792,15 Mar 2020,25 Apr 2020,Amit,,jaipur ,Delhi,Office Supplies,,Office Chair,error,11,-0.2,loss
ORD2793,15 Mar 2020,2020/03/20,,,Jaipur,RAJASTHAN,Technology,Phones,,-300,-2,0,loss
ORD2794,,2020/03/20,Amit,,jaipur ,Delhi,Office Supplies,Phones,Binder Set,,-1,0,loss
ORD2795,not_a_date,20-01-2019,Rohan,Consumer,Jaipur,,,,Office Chair,,7,0.1,loss
ORD2796,15 Mar 2020,2020/03/20,Amit,,,,,,iPhone,error,7,-0.2,
ORD2797,2019/02/15,20-01-2019,Unknown,Home Office,Jaipur,RAJASTHAN,Office Supplies,,,2500.50,7,0.1,
ORD2798,2019/02/15,,,,Delhi,,Office Supplies,Phones,,-300,13,1.5,-200
ORD2799,2019/02/15,25 Apr 2020,,Consumer,DELHI,RAJASTHAN,Technology,Binders,iPhone,2500.50,1,,loss
ORD2800,12-01-2019,25 Apr 2020,Rohan,Corporate,Jaipur,RAJASTHAN,,Phones,Binder Set,2500.50,-1,1.5,500
ORD2801,,20-01-2019,,Consumer,Delhi,RAJASTHAN,Furniture,,Binder Set,-300,14,0,loss
ORD2802,12-01-2019,25 Apr 2020,,Home Office,Delhi,RAJASTHAN,Technology,Phones,,-300,5,0.1,loss
ORD2803,2019/02/15,25 Apr 2020,,,DELHI,RAJASTHAN,Furniture,,iPhone,1000,4,,loss
ORD2804,15 Mar 2020,2020/03/20,Rahul Meel,,jaipur ,Delhi,Furniture,Chairs,Binder Set,1000,3,-0.2,500
ORD2805,2019/02/15,20-01-2019,Rohan,Home Office,Delhi,,Office Supplies,Binders,,,-5,0.1,loss
ORD2806,15 Mar 2020,25 Apr 2020,Rohan,,Jaipur,RAJASTHAN,Office Supplies,,iPhone,1000,9,0,
ORD2807,,,Amit,Corporate,DELHI,Rajasthan,Furniture,Chairs,Binder Set,2500.50,7,0,-200
ORD2808,not_a_date,20-01-2019,Unknown,Consumer,Jaipur,Rajasthan,Technology,,Binder Set,-300,-1,0.1,-200
ORD2809,15 Mar 2020,2020/03/20,Rohan,Consumer,jaipur ,Rajasthan,Office Supplies,Phones,,,8,0.1,loss
ORD2810,12-01-2019,,,Home Office,DELHI,,,Phones,Office Chair,1000,-2,0,-200
ORD2811,2019/02/15,25 Apr 2020,Rohan,Corporate,Delhi,,Furniture,Phones,,,3,,-200
ORD2812,2019/02/15,25 Apr 2020,,Home Office,Jaipur,Delhi,Office Supplies,,,error,2,1.5,500
ORD2813,2019/02/15,20-01-2019,,Home Office,Jaipur,RAJASTHAN,Technology,,,1000,2,0,500
ORD2814,15 Mar 2020,25 Apr 2020,Unknown,Corporate,Delhi,Delhi,Office Supplies,Phones,iPhone,,3,1.5,
ORD2815,,20-01-2019,,Home Office,Delhi,Delhi,Furniture,Binders,Binder Set,-300,-3,1.5,-200
ORD2816,15 Mar 2020,25 Apr 2020,Unknown,Consumer,jaipur ,RAJASTHAN,Furniture,Binders,iPhone,2500.50,3,,-200
,12-01-2019,,Unknown,,jaipur ,Delhi,Office Supplies,Phones,Binder Set,-300,-4,0.1,loss
,2019/02/15,2020/03/20,Rahul Meel,Consumer,Delhi,RAJASTHAN,,,iPhone,error,9,0.1,500
ORD2819,15 Mar 2020,,Unknown,,DELHI,RAJASTHAN,,Binders,Office Chair,1000,4,0.1,
ORD2820,2019/02/15,2020/03/20,,,Delhi,RAJASTHAN,Technology,Phones,Office Chair,error,7,0,loss
ORD2821,12-01-2019,20-01-2019,,Consumer,Delhi,Rajasthan,,Phones,Office Chair,2500.50,-5,-0.2,loss
ORD2822,not_a_date,25 Apr 2020,Unknown,Home Office,,,Technology,Chairs,,1000,2,-0.2,-200
ORD2823,not_a_date,,,Corporate,DELHI,RAJASTHAN,,Phones,iPhone,1000,8,-0.2,
ORD2824,not_a_date,25 Apr 2020,Rahul Meel,,DELHI,RAJASTHAN,,,iPhone,2500.50,10,,500
ORD2825,2019/02/15,20-01-2019,,Corporate,jaipur ,Delhi,Furniture,Chairs,Binder Set,error,-5,,
ORD2826,15 Mar 2020,2020/03/20,,Corporate,jaipur ,Rajasthan,Office Supplies,Chairs,Office Chair,-300,2,-0.2,loss
ORD2827,2019/02/15,,Rohan,,jaipur ,Delhi,Furniture,Binders,iPhone,2500.50,-5,0.1,500
ORD2828,,2020/03/20,Amit,Corporate,Jaipur,Delhi,Technology,Chairs,iPhone,,-5,0.1,
,15 Mar 2020,2020/03/20,,Corporate,DELHI,Rajasthan,,,Office Chair,-300,-5,-0.2,
ORD2830,12-01-2019,20-01-2019,Amit,Home Office,,Delhi,Office Supplies,Binders,,1000,-2,0.1,
ORD2831,not_a_date,2020/03/20,Rahul Meel,Corporate,jaipur ,Delhi,Technology,Binders,iPhone,2500.50,-1,-0.2,500
ORD2832,15 Mar 2020,20-01-2019,Rahul Meel,Consumer,jaipur ,RAJASTHAN,Furniture,Phones,Binder Set,2500.50,6,0,500
ORD2833,15 Mar 2020,2020/03/20,,,jaipur ,Rajasthan,,,Office Chair,,0,1.5,500
ORD2834,not_a_date,2020/03/20,Amit,Home Office,jaipur ,Rajasthan,,,,error,1,1.5,500
ORD2835,12-01-2019,,,Consumer,jaipur ,Rajasthan,Office Supplies,Chairs,Office Chair,,-5,1.5,-200
ORD2836,2019/02/15,20-01-2019,,Corporate,Jaipur,Delhi,Technology,,Office Chair,,7,-0.2,500
,2019/02/15,25 Apr 2020,,Corporate,,,Office Supplies,Binders,Office Chair,error,9,0,loss
ORD2838,15 Mar 2020,25 Apr 2020,,Consumer,DELHI,Delhi,Office Supplies,Binders,iPhone,1000,6,,loss
ORD2839,not_a_date,25 Apr 2020,Rohan,Consumer,,,Technology,,Office Chair,2500.50,11,1.5,
ORD2840,,,Amit,Home Office,Delhi,Rajasthan,Furniture,Chairs,Binder Set,-300,7,0.1,500
ORD2841,12-01-2019,,Rahul Meel,Corporate,DELHI,Delhi,Technology,Phones,,1000,3,-0.2,500
ORD2842,2019/02/15,2020/03/20,,Corporate,jaipur ,,Technology,,,1000,7,-0.2,500
ORD2843,12-01-2019,2020/03/20,,Corporate,Delhi,Rajasthan,Office Supplies,Chairs,Office Chair,1000,11,,loss
ORD2844,12-01-2019,25 Apr 2020,,Consumer,Delhi,Delhi,Office Supplies,Chairs,iPhone,-300,13,0.1,-200
ORD2845,12-01-2019,2020/03/20,,Corporate,Delhi,Rajasthan,Technology,Chairs,Binder Set,2500.50,0,0,
ORD2846,not_a_date,2020/03/20,Rahul Meel,,Delhi,,Technology,Phones,Binder Set,1000,12,1.5,-200
ORD2847,not_a_date,,Amit,,jaipur ,Rajasthan,Furniture,Phones,Binder Set,,4,0,
ORD2848,not_a_date,25 Apr 2020,,Home Office,Delhi,,,Phones,,-300,4,0.1,500
ORD2849,15 Mar 2020,20-01-2019,Rohan,Home Office,,Delhi,Office Supplies,Chairs,Binder Set,error,9,0.1,-200
ORD2850,not_a_date,25 Apr 2020,Unknown,Consumer,jaipur ,,Technology,Phones,Office Chair,2500.50,3,-0.2,loss
ORD2851,15 Mar 2020,,,,Delhi,Rajasthan,Furniture,Chairs,,,-1,0,500
ORD2852,2019/02/15,25 Apr 2020,Amit,Consumer,Delhi,Rajasthan,Office Supplies,,Office Chair,-300,10,,
ORD2853,2019/02/15,20-01-2019,,Home Office,,,,Chairs,Binder Set,-300,13,0.1,loss
ORD2854,2019/02/15,2020/03/20,Amit,Consumer,Jaipur,RAJASTHAN,Furniture,,iPhone,error,-1,-0.2,500
ORD2855,2019/02/15,25 Apr 2020,,Consumer,Jaipur,Rajasthan,,,iPhone,-300,0,1.5,
ORD2856,2019/02/15,,Unknown,Corporate,,Rajasthan,Technology,Phones,Binder Set,2500.50,3,,500
,not_a_date,,Rohan,Home Office,Jaipur,RAJASTHAN,Office Supplies,Phones,,,0,,500
,,25 Apr 2020,,Corporate,DELHI,,Furniture,Chairs,,-300,9,-0.2,loss
ORD2859,not_a_date,2020/03/20,Rohan,Home Office,DELHI,Rajasthan,Technology,,iPhone,error,12,,
ORD2860,,2020/03/20,,Corporate,DELHI,Rajasthan,Furniture,,Binder Set,2500.50,-1,,-200
ORD2861,not_a_date,,Rohan,Home Office,Jaipur,RAJASTHAN,Furniture,Binders,Binder Set,-300,3,-0.2,loss
ORD2862,2019/02/15,,,Home Office,DELHI,Delhi,Technology,,Office Chair,1000,4,-0.2,loss
ORD2863,12-01-2019,20-01-2019,Unknown,,DELHI,,Office Supplies,Phones,Office Chair,1000,5,0.1,
ORD2864,,2020/03/20,Rohan,Home Office,Jaipur,Rajasthan,Technology,Phones,Binder Set,error,10,-0.2,-200
ORD2865,12-01-2019,25 Apr 2020,Amit,Consumer,,Delhi,Office Supplies,,,1000,7,1.5,-200
ORD2866,2019/02/15,,Amit,,jaipur ,Rajasthan,Furniture,,Office Chair,1000,11,0,-200
ORD2867,,,,Corporate,DELHI,Rajasthan,Furniture,Chairs,,2500.50,2,-0.2,-200
ORD2868,12-01-2019,,Amit,Consumer,Jaipur,Delhi,Technology,Binders,,2500.50,5,0.1,
ORD2869,not_a_date,,Unknown,Consumer,jaipur ,RAJASTHAN,Furniture,Binders,iPhone,,-2,1.5,
ORD2870,2019/02/15,2020/03/20,Rohan,Home Office,jaipur ,,Furniture,Chairs,Office Chair,,-2,0,-200
ORD2871,not_a_date,,Rohan,Home Office,Delhi,RAJASTHAN,,Chairs,,,10,-0.2,-200
ORD2872,not_a_date,2020/03/20,,Consumer,jaipur ,Rajasthan,,Binders,,2500.50,7,0.1,-200
ORD2873,2019/02/15,20-01-2019,,,DELHI,RAJASTHAN,,Binders,Binder Set,2500.50,11,0,
ORD2874,,20-01-2019,Amit,Consumer,,Rajasthan,Office Supplies,Chairs,Binder Set,2500.50,0,0,500
ORD2875,15 Mar 2020,25 Apr 2020,Unknown,Consumer,DELHI,Rajasthan,,,Binder Set,1000,7,0.1,500
ORD2876,15 Mar 2020,,,Home Office,Delhi,Delhi,Technology,,,,12,0,
ORD2877,2019/02/15,25 Apr 2020,Amit,Home Office,jaipur ,Delhi,,Phones,,1000,7,,500
ORD2878,15 Mar 2020,2020/03/20,,Home Office,Delhi,RAJASTHAN,Office Supplies,Binders,,,4,1.5,loss
ORD2879,12-01-2019,25 Apr 2020,Rohan,Corporate,DELHI,Delhi,,Binders,iPhone,error,-3,,loss
ORD2880,,25 Apr 2020,Rohan,Consumer,DELHI,Rajasthan,Technology,Binders,Office Chair,1000,-3,0,loss
ORD2881,not_a_date,,Unknown,Consumer,DELHI,RAJASTHAN,,Binders,Office Chair,,4,-0.2,loss
ORD2882,not_a_date,2020/03/20,Rahul Meel,Corporate,,Delhi,,Chairs,Office Chair,-300,5,0.1,loss
ORD2883,2019/02/15,2020/03/20,,Consumer,DELHI,RAJASTHAN,Furniture,,Binder Set,error,6,0.1,500
ORD2884,not_a_date,,Amit,Consumer,DELHI,,,,iPhone,1000,0,1.5,500
ORD2885,12-01-2019,2020/03/20,Rahul Meel,Consumer,jaipur ,RAJASTHAN,,Phones,Binder Set,1000,8,0.1,
ORD2886,12-01-2019,20-01-2019,,,,,Furniture,Binders,,-300,-5,0.1,-200
ORD2887,2019/02/15,,Amit,Corporate,jaipur ,Rajasthan,,Phones,Office Chair,2500.50,10,1.5,500
ORD2888,not_a_date,,,Corporate,Delhi,RAJASTHAN,Technology,,iPhone,-300,-4,,
ORD2889,15 Mar 2020,,,Consumer,Jaipur,Rajasthan,Technology,Chairs,Office Chair,2500.50,5,,loss
ORD2890,15 Mar 2020,20-01-2019,Amit,Home Office,jaipur ,Rajasthan,,,Binder Set,1000,1,0,
ORD2891,,2020/03/20,Rohan,Consumer,,RAJASTHAN,Technology,,,2500.50,-2,0.1,
ORD2892,2019/02/15,20-01-2019,,Consumer,jaipur ,Delhi,Furniture,Chairs,Binder Set,-300,0,0,loss
ORD2893,,20-01-2019,Amit,,Jaipur,Delhi,,Chairs,iPhone,,3,0,loss
ORD2894,15 Mar 2020,20-01-2019,Unknown,,jaipur ,RAJASTHAN,,,iPhone,error,-2,0,
ORD2895,15 Mar 2020,25 Apr 2020,Rohan,Home Office,Jaipur,,Office Supplies,,iPhone,1000,1,1.5,loss
ORD2896,15 Mar 2020,2020/03/20,Rohan,,,Rajasthan,Furniture,Phones,,error,-3,-0.2,
ORD2897,,2020/03/20,Rahul Meel,Consumer,jaipur ,,Furniture,Binders,Office Chair,-300,13,,500
ORD2898,2019/02/15,,Amit,Consumer,,Rajasthan,,Chairs,Office Chair,error,14,1.5,
,12-01-2019,,Rahul Meel,,,RAJASTHAN,,Binders,iPhone,,6,-0.2,500
ORD2900,12-01-2019,25 Apr 2020,Unknown,,Delhi,RAJASTHAN,Furniture,Phones,Binder Set,,-4,0,500
ORD2901,15 Mar 2020,20-01-2019,Rahul Meel,Corporate,Delhi,Delhi,Technology,Chairs,Binder Set,,11,1.5,-200
,2019/02/15,,,Consumer,jaipur ,Rajasthan,Furniture,Chairs,iPhone,-300,5,-0.2,
ORD2903,2019/02/15,2020/03/20,Rahul Meel,Home Office,jaipur ,Rajasthan,Office Supplies,Binders,Binder Set,,-5,,500
ORD2904,not_a_date,,Rahul Meel,,,,Technology,Chairs,Binder Set,1000,9,-0.2,
ORD2905,not_a_date,20-01-2019,,,Delhi,RAJASTHAN,Furniture,,,,-5,1.5,
ORD2906,,25 Apr 2020,,Corporate,jaipur ,Rajasthan,,Phones,Binder Set,-300,1,,loss
ORD2907,not_a_date,20-01-2019,,Corporate,jaipur ,RAJASTHAN,Furniture,Phones,iPhone,,-4,,
ORD2908,,,Rahul Meel,,jaipur ,Rajasthan,,Chairs,Office Chair,error,6,0.1,-200
ORD2909,12-01-2019,25 Apr 2020,Rohan,Home Office,Delhi,,Furniture,Chairs,,,0,-0.2,loss
ORD2910,15 Mar 2020,25 Apr 2020,,Home Office,jaipur ,Delhi,,Binders,Office Chair,-300,0,-0.2,loss
,2019/02/15,20-01-2019,Amit,,,Rajasthan,Furniture,Phones,,error,-2,-0.2,500
ORD2912,12-01-2019,,,Corporate,jaipur ,RAJASTHAN,Technology,,,2500.50,-5,0,-200
ORD2913,12-01-2019,20-01-2019,,Consumer,DELHI,,,,,1000,9,,-200
ORD2914,,,Rahul Meel,Consumer,Jaipur,RAJASTHAN,Technology,Binders,Office Chair,,7,-0.2,
ORD2915,15 Mar 2020,,Unknown,Corporate,,Rajasthan,Technology,Phones,iPhone,-300,7,1.5,500
ORD2916,,2020/03/20,Rohan,Consumer,jaipur ,Delhi,Technology,Phones,Binder Set,1000,2,1.5,-200
ORD2917,12-01-2019,25 Apr 2020,Unknown,Corporate,DELHI,,Technology,,Office Chair,error,11,0.1,
ORD2918,2019/02/15,,Unknown,Home Office,Delhi,Delhi,Furniture,Phones,Binder Set,-300,11,,500
ORD2919,not_a_date,20-01-2019,,Consumer,,Delhi,Technology,Phones,,,6,0,500
ORD2920,,20-01-2019,Amit,,,RAJASTHAN,,Phones,,,-4,0.1,loss
ORD2921,12-01-2019,2020/03/20,Rahul Meel,,jaipur ,RAJASTHAN,,,,2500.50,1,-0.2,
ORD2922,not_a_date,2020/03/20,Rohan,Consumer,Delhi,,Furniture,Chairs,Binder Set,1000,2,,loss
ORD2923,not_a_date,2020/03/20,Rahul Meel,,jaipur ,Delhi,Office Supplies,Phones,,,5,0,loss
ORD2924,12-01-2019,25 Apr 2020,Rahul Meel,Corporate,DELHI,Rajasthan,Office Supplies,Chairs,iPhone,error,8,,loss
ORD2925,15 Mar 2020,2020/03/20,,Corporate,Jaipur,Rajasthan,,Chairs,iPhone,error,9,-0.2,500
ORD2926,12-01-2019,25 Apr 2020,Unknown,,Delhi,Rajasthan,Furniture,Binders,,error,-2,0.1,
ORD2927,2019/02/15,2020/03/20,Amit,Consumer,Jaipur,Rajasthan,Furniture,Chairs,iPhone,error,-5,-0.2,loss
ORD2928,not_a_date,25 Apr 2020,Amit,Consumer,DELHI,RAJASTHAN,Technology,Binders,iPhone,1000,7,1.5,loss
ORD2929,2019/02/15,,Amit,Consumer,,Delhi,Technology,Phones,Office Chair,2500.50,3,0.1,loss
ORD2930,,2020/03/20,Amit,Home Office,DELHI,Delhi,,,Binder Set,2500.50,-5,1.5,500
ORD2931,not_a_date,25 Apr 2020,,Consumer,Jaipur,,Office Supplies,Chairs,,-300,1,-0.2,-200
ORD2932,15 Mar 2020,,,Consumer,Delhi,Rajasthan,Office Supplies,Chairs,Office Chair,1000,5,0.1,500
ORD2933,12-01-2019,2020/03/20,Amit,Corporate,jaipur ,Delhi,Furniture,,Binder Set,-300,-1,-0.2,500
ORD2934,,,Rohan,Home Office,Jaipur,RAJASTHAN,Office Supplies,Binders,,,0,,
ORD2935,2019/02/15,2020/03/20,,Corporate,Delhi,,Furniture,Binders,Office Chair,-300,9,,loss
ORD2936,,20-01-2019,,,Jaipur,Rajasthan,Furniture,Binders,Binder Set,error,-4,0,500
ORD2937,15 Mar 2020,25 Apr 2020,Rohan,,,,Office Supplies,Chairs,,2500.50,-5,-0.2,loss
ORD2938,12-01-2019,20-01-2019,Amit,Consumer,,Delhi,Furniture,Phones,iPhone,2500.50,1,1.5,-200
,,25 Apr 2020,Rahul Meel,Home Office,jaipur ,RAJASTHAN,Furniture,Binders,iPhone,2500.50,13,0,-200
ORD2940,2019/02/15,20-01-2019,,,,Delhi,Furniture,Binders,Binder Set,1000,2,0.1,500
ORD2941,,2020/03/20,Rahul Meel,Consumer,DELHI,,,,Office Chair,error,-3,1.5,
ORD2942,12-01-2019,20-01-2019,Rahul Meel,Home Office,jaipur ,RAJASTHAN,Furniture,Phones,Binder Set,-300,6,,-200
ORD2943,,2020/03/20,Rohan,,Jaipur,Delhi,,Phones,,,8,1.5,-200
ORD2944,2019/02/15,25 Apr 2020,Amit,,DELHI,Delhi,Technology,Phones,iPhone,1000,-5,1.5,500
ORD2945,12-01-2019,2020/03/20,Unknown,Home Office,Delhi,RAJASTHAN,Office Supplies,Phones,iPhone,,7,0,500
ORD2946,15 Mar 2020,20-01-2019,Rahul Meel,Home Office,Jaipur,Delhi,Office Supplies,Phones,iPhone,1000,-1,-0.2,
ORD2947,15 Mar 2020,,Amit,Home Office,,Rajasthan,Furniture,Binders,,error,9,,loss
ORD2948,not_a_date,25 Apr 2020,,Home Office,Jaipur,Delhi,Office Supplies,,Office Chair,1000,-4,0.1,-200
ORD2949,,,Unknown,,,,Office Supplies,Binders,,,-1,0.1,loss
ORD2950,2019/02/15,,Unknown,Home Office,DELHI,Delhi,Technology,Phones,Binder Set,1000,7,,
ORD2951,,,Unknown,Corporate,DELHI,RAJASTHAN,Technology,,Office Chair,error,10,0.1,
ORD2952,12-01-2019,,Amit,Corporate,DELHI,Rajasthan,,Chairs,iPhone,2500.50,-2,1.5,-200
ORD2953,not_a_date,,Rohan,,jaipur ,Delhi,Technology,Chairs,iPhone,1000,0,0.1,loss
ORD2954,2019/02/15,20-01-2019,Rohan,,,Delhi,Technology,Phones,Office Chair,,12,1.5,loss
ORD2955,,2020/03/20,,Consumer,Jaipur,,Technology,Binders,Binder Set,,-4,,500
ORD2956,2019/02/15,2020/03/20,Rohan,,Jaipur,,Furniture,,Office Chair,1000,6,,500
ORD2957,12-01-2019,,Amit,Home Office,Jaipur,Delhi,,,,error,13,0,500
ORD2958,not_a_date,20-01-2019,Unknown,Home Office,jaipur ,,Office Supplies,Binders,,-300,6,0.1,loss
ORD2959,2019/02/15,,Amit,,jaipur ,Delhi,Technology,Phones,iPhone,2500.50,0,0,500
ORD2960,12-01-2019,,Unknown,Corporate,,RAJASTHAN,,Chairs,Binder Set,error,9,1.5,
ORD2961,15 Mar 2020,25 Apr 2020,Amit,Consumer,jaipur ,Delhi,,Chairs,,-300,11,0.1,loss
ORD2962,2019/02/15,20-01-2019,Rohan,,DELHI,RAJASTHAN,Technology,Phones,Binder Set,,-2,0,500
ORD2963,not_a_date,,Amit,,Jaipur,Rajasthan,Office Supplies,,Binder Set,1000,5,,-200
ORD2964,2019/02/15,2020/03/20,,Consumer,DELHI,RAJASTHAN,Furniture,Binders,iPhone,,-2,1.5,500
ORD2965,2019/02/15,25 Apr 2020,Unknown,Corporate,jaipur ,Rajasthan,,Phones,iPhone,1000,13,1.5,loss
ORD2966,12-01-2019,,Unknown,,Jaipur,Rajasthan,Office Supplies,,,2500.50,3,0.1,
ORD2967,,,,Corporate,Delhi,Rajasthan,Technology,Binders,iPhone,1000,5,0.1,500
ORD2968,,,,Home Office,DELHI,,,,,,8,,-200
ORD2969,2019/02/15,20-01-2019,Amit,Corporate,Delhi,Delhi,Furniture,,iPhone,-300,-3,-0.2,500
ORD2970,not_a_date,,Rohan,Home Office,,RAJASTHAN,,Chairs,Office Chair,-300,1,0.1,500
ORD2971,not_a_date,2020/03/20,,Consumer,DELHI,Rajasthan,,Phones,,-300,5,-0.2,500
ORD2972,12-01-2019,25 Apr 2020,,,Jaipur,RAJASTHAN,,,Binder Set,1000,-5,0.1,
ORD2973,2019/02/15,20-01-2019,Amit,Home Office,Jaipur,Rajasthan,Furniture,Chairs,,error,3,1.5,
ORD2974,2019/02/15,25 Apr 2020,Rohan,Corporate,Delhi,,Furniture,Phones,Office Chair,,3,-0.2,-200
,,2020/03/20,Amit,,Jaipur,Rajasthan,Office Supplies,Phones,iPhone,,11,0,loss
ORD2976,12-01-2019,,Unknown,Home Office,DELHI,Rajasthan,Office Supplies,Binders,iPhone,error,8,0.1,-200
,15 Mar 2020,20-01-2019,,Home Office,jaipur ,Delhi,,Phones,Binder Set,-300,9,1.5,500
ORD2978,not_a_date,,,Corporate,jaipur ,RAJASTHAN,Office Supplies,Chairs,,-300,4,0,loss
ORD2979,not_a_date,20-01-2019,,Home Office,Jaipur,Delhi,Technology,Chairs,,,10,0.1,
ORD2980,2019/02/15,,Rohan,Consumer,,,Furniture,Phones,,1000,6,0.1,
ORD2981,12-01-2019,2020/03/20,Rahul Meel,Home Office,DELHI,RAJASTHAN,Technology,Chairs,,1000,14,-0.2,
ORD2982,15 Mar 2020,2020/03/20,Amit,Corporate,,,Furniture,,Binder Set,2500.50,4,-0.2,
ORD2983,not_a_date,,Rohan,,Delhi,Rajasthan,Furniture,,iPhone,-300,0,-0.2,
ORD2984,12-01-2019,2020/03/20,Rahul Meel,Corporate,Jaipur,,Furniture,Binders,iPhone,,13,1.5,loss
ORD2985,15 Mar 2020,,Rohan,Corporate,Delhi,RAJASTHAN,Furniture,,Binder Set,1000,3,,500
ORD2986,2019/02/15,20-01-2019,Amit,,,RAJASTHAN,Furniture,Phones,iPhone,2500.50,13,-0.2,500
ORD2987,,2020/03/20,Amit,Home Office,DELHI,RAJASTHAN,Furniture,,,error,13,0,loss
ORD2988,not_a_date,20-01-2019,,Consumer,,Delhi,,Binders,Office Chair,1000,1,-0.2,500
ORD2989,not_a_date,,,Corporate,jaipur ,Rajasthan,Furniture,Chairs,Office Chair,1000,3,1.5,
ORD2990,15 Mar 2020,20-01-2019,,Corporate,,RAJASTHAN,Office Supplies,Phones,Binder Set,,11,0,
ORD2991,,25 Apr 2020,,Consumer,,,,Binders,Office Chair,-300,12,1.5,500
ORD2992,12-01-2019,,,Corporate,,,Office Supplies,,iPhone,,2,-0.2,-200
ORD2993,2019/02/15,2020/03/20,,,,,Technology,Phones,,error,7,,500
ORD2994,12-01-2019,2020/03/20,Rohan,Home Office,DELHI,RAJASTHAN,Furniture,Phones,Binder Set,-300,3,0,-200
ORD2995,15 Mar 2020,25 Apr 2020,,,Jaipur,RAJASTHAN,Technology,Chairs,,,2,0.1,500
ORD2996,not_a_date,,,Corporate,DELHI,,Office Supplies,,iPhone,1000,7,0,loss
ORD2997,not_a_date,,Unknown,,Delhi,,,,iPhone,,7,1.5,loss
ORD2998,12-01-2019,,Amit,Corporate,jaipur ,Rajasthan,Technology,,Binder Set,-300,11,-0.2,loss
ORD2999,2019/02/15,,,Home Office,Jaipur,RAJASTHAN,Technology,,iPhone,2500.50,14,,
ORD3000,15 Mar 2020,20-01-2019,,,jaipur ,,Furniture,Binders,Office Chair,2500.50,-1,0,500
ORD3001,2019/02/15,,,,jaipur ,RAJASTHAN,Technology,Chairs,,error,10,0,500
ORD3002,15 Mar 2020,20-01-2019,Unknown,Consumer,Jaipur,Rajasthan,Technology,Phones,,,5,0,500
ORD3003,2019/02/15,20-01-2019,Rahul Meel,Consumer,Jaipur,Delhi,Technology,,iPhone,1000,12,0.1,loss
ORD3004,12-01-2019,2020/03/20,Amit,Corporate,Delhi,RAJASTHAN,Office Supplies,Chairs,Office Chair,error,3,-0.2,loss
ORD3005,,,,,DELHI,RAJASTHAN,Furniture,Phones,,error,-3,,-200
ORD3006,15 Mar 2020,20-01-2019,Rahul Meel,Home Office,Jaipur,Rajasthan,Furniture,,iPhone,error,4,0,-200
,12-01-2019,,Rohan,Home Office,Delhi,RAJASTHAN,Furniture,Phones,Binder Set,-300,-3,1.5,loss
ORD3008,not_a_date,25 Apr 2020,Unknown,Consumer,,,,,iPhone,2500.50,-1,1.5,500
ORD3009,not_a_date,20-01-2019,Unknown,Consumer,Jaipur,Rajasthan,Furniture,,Binder Set,-300,13,1.5,500
ORD3010,2019/02/15,2020/03/20,Amit,Consumer,DELHI,Delhi,Office Supplies,Phones,Binder Set,2500.50,7,0.1,loss
ORD3011,not_a_date,,Unknown,Home Office,,Rajasthan,Furniture,,iPhone,,-2,,loss
ORD3012,,2020/03/20,,Home Office,,,Technology,Binders,Office Chair,-300,-1,1.5,500
ORD3013,15 Mar 2020,20-01-2019,Rahul Meel,Home Office,,RAJASTHAN,Office Supplies,Binders,iPhone,1000,11,0.1,loss
